400	100	50	4

5	4	220	298	336	241	216	
7	5	192	109	283	261	255	265	124	
8	4	60	182	268	26	113	383	367	106	
10	4	175	333	206	376	155	166	312	211	225	311	
10	6	162	348	21	76	62	80	46	240	385	303	
6	5	236	154	218	161	142	292	
6	2	27	294	371	70	165	28	
9	3	309	249	176	314	12	290	177	228	17	
8	5	90	291	198	390	157	72	125	346	
6	4	320	397	238	204	344	145	
10	4	194	350	378	114	263	16	4	370	119	219	
6	3	373	323	307	24	8	282	
10	5	66	136	94	209	50	3	214	14	396	169	
6	1	79	78	199	1	394	222	
4	2	337	132	2	343	
10	3	354	308	272	395	212	254	366	301	374	138	
4	3	55	223	167	203	
7	3	128	30	270	197	181	58	178	
5	3	242	324	126	306	325	
8	6	277	341	23	201	347	289	245	9	
9	4	285	29	258	15	89	271	139	359	35	
9	4	149	133	98	382	393	43	54	386	315	
6	2	179	210	380	11	321	41	
13	5	51	331	7	398	226	73	95	200	170	217	377	230	86	
4	2	185	96	388	100	
9	2	56	160	137	87	131	339	190	356	188	
9	6	140	180	69	274	299	99	116	355	31	
14	8	53	305	269	101	313	399	135	365	6	42	22	266	293	349	
10	7	288	318	156	340	158	168	33	150	319	122	
8	5	173	118	189	232	280	364	362	259	
9	4	141	284	39	19	372	326	67	47	224	
11	5	342	25	338	391	49	187	392	345	361	244	229	
9	3	257	191	227	295	335	363	239	40	75	
9	3	34	5	104	360	13	159	250	246	215	
8	4	186	205	233	45	129	334	103	286	
6	5	279	151	234	83	18	221	
6	2	146	332	327	267	65	300	
11	4	147	174	213	368	389	52	121	117	322	97	330	
8	3	115	112	110	127	71	281	38	275	
10	5	273	353	111	400	184	381	107	328	379	130	
9	3	88	82	260	144	195	10	36	262	310	
11	5	278	68	77	59	384	276	102	387	208	264	296	
4	4	358	57	329	302	
11	5	287	237	91	251	351	61	37	148	207	108	317	
9	6	143	183	357	172	247	369	231	316	20	
4	4	202	253	304	256	
5	1	64	105	352	85	134	
9	5	120	171	74	44	152	235	163	32	196	
10	3	92	248	252	164	297	153	193	123	81	63	
5	2	243	48	93	375	84	

1	55	88	146	194	
2	120	128	147	220	
3	173	174	186	309	
4	51	66	79	205	
5	115	143	175	236	
6	92	118	140	149	
7	242	249	331	354	
8	171	192	287	350	
9	34	56	308	324	
10	223	257	272	342	
11	183	278	288	373	
12	53	243	279	337	
13	179	237	248	332	
14	162	210	252	305	
15	27	269	318	323	
16	136	141	160	277	
17	30	164	333	341	
18	60	68	90	91	
19	7	109	126	151	
20	77	101	285	357	
21	182	298	306	378	
22	172	180	251	291	
23	351	380	395	398	
24	61	206	307	313	
25	29	226	358	376	
26	37	94	176	202	
27	112	167	209	213	
28	23	233	273	320	
29	156	258	268	348	
30	25	74	198	284	
31	44	338	353	368	
32	11	26	73	111	
33	191	314	389	390	
34	12	137	154	234	
35	83	327	391	397	
36	21	283	290	340	
37	57	64	95	157	
38	48	69	218	247	
39	49	78	114	399	
40	24	50	161	294	
41	3	5	39	59	
42	189	238	270	336	
43	142	177	200	214	
44	133	197	204	232	
45	104	170	228	241	
46	14	203	261	263	
47	16	87	105	158	
48	212	280	297	400	
49	15	110	131	352	
50	18	148	185	267	
51	82	127	152	274	
52	45	89	184	199	
53	98	113	135	344	
54	76	181	201	271	
55	19	65	153	299	
56	193	227	235	360	
57	13	123	187	255	
58	71	217	253	254	
59	96	139	145	365	
60	260	364	372	382	
61	1	4	129	144	
62	52	369	388	392	
63	168	295	326	347	
64	6	132	289	339	
65	8	121	159	163	
66	33	67	85	250	
67	345	381	393	394	
68	72	100	195	221	
69	81	377	384	396	
70	10	190	207	230	
71	276	321	334	335	
72	42	43	47	125	
73	62	117	150	155	
74	80	281	304	362	
75	22	54	63	93	
76	58	102	107	259	
77	46	222	231	246	
78	38	256	361	363	
79	245	319	356	383	
80	86	166	188	366	
81	36	301	367	387	
82	32	169	239	328	
83	240	329	374	375	
84	99	312	316	370	
85	275	282	322	325	
86	2	106	116	266	
87	122	196	244	262	
88	9	178	208	379	
89	103	119	371	386	
90	20	211	216	300	
91	17	138	265	355	
92	31	130	134	219	
93	40	310	346	385	
94	70	292	293	303	
95	97	165	225	315	
96	41	224	286	330	
97	108	124	343	359	
98	35	75	84	302	
99	28	215	264	349	
100	229	296	311	317	

1	1	0	0	1	0	
0	1	0	1	1	0	
0	0	1	1	0	1	
1	0	1	0	0	1	
