400	100	50	4

13	4	225	372	276	189	25	63	175	385	320	11	72	376	287	
7	2	270	6	50	209	333	183	314	
11	6	132	142	200	366	127	354	359	235	254	250	272	
6	2	384	259	102	35	234	186	
6	5	166	206	171	9	305	310	
10	5	293	203	153	149	103	343	390	10	224	288	
8	6	328	337	335	137	77	229	34	154	
5	2	139	257	304	104	173	
7	3	292	30	373	208	170	69	152	
5	4	217	309	306	4	318	
5	2	386	182	123	308	15	
6	2	312	19	201	211	105	279	
6	4	256	379	216	21	118	48	
7	3	346	327	55	283	273	97	282	
10	6	150	397	361	219	5	317	87	60	332	265	
9	5	301	313	188	27	268	177	2	181	140	
10	3	20	204	169	238	117	340	91	400	111	222	
12	5	255	144	99	393	96	135	70	128	141	344	299	38	
12	8	73	187	286	365	284	191	261	81	263	100	122	232	
10	4	75	291	298	101	303	294	190	260	130	394	
11	3	194	280	13	360	230	36	334	247	374	94	388	
5	1	246	357	145	248	223	
9	2	156	258	348	24	383	106	262	176	321	
6	5	356	159	160	212	231	163	
6	5	251	233	345	46	125	180	
6	4	61	178	363	207	109	29	
7	2	64	228	32	339	12	210	329	
10	7	352	93	269	47	120	143	197	31	168	239	
5	4	162	185	157	275	214	
10	5	107	59	362	7	136	71	138	215	325	33	
7	4	110	369	184	147	380	227	213	
6	4	193	192	375	80	368	151	
6	5	242	395	53	245	121	86	
13	5	307	358	167	88	126	57	44	274	113	84	62	115	240	
9	6	199	116	165	56	316	377	92	396	89	
10	3	371	315	95	323	295	220	349	98	290	367	
6	2	392	266	330	66	264	382	
6	5	155	381	336	355	297	196	
9	2	370	8	164	278	43	65	108	387	236	
8	4	134	158	76	241	51	146	16	3	
8	6	353	131	341	202	350	161	252	244	
6	3	296	129	226	18	40	1	
14	6	114	249	271	28	398	174	338	133	67	364	198	311	351	300	
4	4	82	281	277	58	
9	3	391	49	45	302	14	285	148	74	85	
6	2	54	68	78	322	179	399	
7	4	41	221	205	90	319	326	195	
5	1	112	124	378	119	42	
9	6	22	253	26	331	39	389	52	17	243	
12	4	289	237	347	23	172	218	267	79	83	342	324	37	

1	156	289	292	296	
2	199	237	256	353	
3	225	346	371	392	
4	132	347	352	372	
5	75	114	193	194	
6	23	291	327	384	
7	112	251	280	293	
8	172	192	203	233	
9	249	276	307	328	
10	73	134	270	301	
11	20	64	110	217	
12	13	22	129	187	
13	298	315	379	386	
14	30	116	226	242	
15	286	358	370	375	
16	218	246	259	360	
17	166	312	365	391	
18	49	101	107	167	
19	8	18	142	158	
20	189	253	255	369	
21	19	41	150	153	
22	88	144	165	303	
23	55	95	149	204	
24	6	228	283	345	
25	50	162	169	221	
26	45	99	139	155	
27	54	59	61	93	
28	68	201	205	323	
29	78	258	269	313	
30	102	271	356	373	
31	182	238	294	357	
32	25	200	230	295	
33	63	159	206	208	
34	82	103	171	348	
35	28	36	46	56	
36	124	126	185	309	
37	316	322	334	343	
38	284	366	390	395	
39	90	160	190	216	
40	266	381	393	397	
41	40	96	131	302	
42	209	361	362	377	
43	24	164	178	211	
44	80	92	191	219	
45	76	117	267	306	
46	7	14	47	57	
47	135	175	220	330	
48	120	127	273	340	
49	341	383	385	398	
50	5	26	32	123	
51	10	44	333	354	
52	53	70	170	257	
53	245	320	349	363	
54	174	261	308	331	
55	79	304	338	339	
56	12	91	143	247	
57	9	145	188	207	
58	27	39	104	374	
59	81	224	337	359	
60	183	281	285	389	
61	11	83	335	336	
62	72	133	248	278	
63	67	125	179	210	
64	21	52	109	378	
65	43	136	268	274	
66	106	119	157	241	
67	148	364	399	400	
68	4	65	177	184	
69	42	113	202	263	
70	51	305	342	355	
71	71	137	180	319	
72	100	314	324	326	
73	77	197	235	260	
74	2	31	84	122	
75	69	146	262	317	
76	35	121	212	318	
77	118	277	310	396	
78	86	198	234	329	
79	58	128	130	173	
80	16	62	147	181	
81	87	108	168	176	
82	66	105	138	141	
83	74	152	239	311	
84	111	215	232	288	
85	229	297	344	368	
86	60	94	222	279	
87	48	186	264	376	
88	29	34	98	299	
89	89	97	140	154	
90	115	195	196	332	
91	287	350	380	387	
92	1	161	254	321	
93	17	38	85	151	
94	3	231	275	382	
95	252	290	351	388	
96	15	244	265	282	
97	227	236	243	250	
98	213	272	300	394	
99	37	163	325	367	
100	33	214	223	240	

1	1	0	0	1	0	
0	1	0	1	1	0	
0	0	1	1	0	1	
1	0	1	0	0	1	
