400	100	50	4

8	6	233	339	23	97	255	75	156	69	
11	5	382	369	173	393	256	5	307	263	195	328	176	
9	5	33	110	132	60	283	127	211	333	254	
10	3	82	93	148	287	90	169	117	208	20	278	
10	5	257	4	213	66	290	232	98	42	162	10	
6	1	197	297	19	309	128	21	
11	7	294	11	157	262	305	334	375	126	321	347	212	
7	2	30	55	293	247	200	26	372	
11	4	313	218	341	378	310	167	367	9	241	323	17	
7	2	107	385	365	352	337	223	346	
6	1	83	77	340	345	368	315	
8	5	261	399	353	252	320	198	89	362	
2	2	56	319	
8	3	266	272	8	396	225	87	29	246	
12	7	210	39	12	235	303	108	95	269	130	88	64	65	
2	2	27	280	
6	3	199	370	296	360	71	61	
8	6	311	329	135	28	366	32	129	322	
7	4	174	244	229	344	304	373	47	
10	3	25	189	104	202	392	181	394	250	355	215	
7	3	44	101	186	112	73	144	214	
11	5	51	22	351	224	240	68	102	274	230	16	380	
6	2	81	57	326	6	122	363	
8	3	398	389	46	124	268	356	92	7	
10	4	80	251	40	183	41	288	308	277	301	76	
6	5	121	114	185	228	314	253	
7	3	316	217	158	146	260	170	318	
5	2	201	118	331	377	187	
14	9	178	386	78	24	115	285	383	312	34	193	165	264	271	116	
8	4	14	166	111	37	154	374	361	153	
7	1	106	205	184	163	206	150	292	
10	5	70	152	3	249	109	62	99	155	86	324	
9	4	242	220	343	265	15	350	138	239	234	
8	4	276	125	381	286	284	300	100	227	
9	2	49	140	192	359	151	243	164	161	358	
10	6	159	209	172	50	139	45	147	2	222	63	
8	5	182	136	364	179	145	349	35	221	
9	6	194	357	236	13	168	67	36	336	384	
8	4	281	327	134	291	141	238	216	119	
7	4	105	171	133	400	96	120	371	
7	5	267	52	338	376	190	245	330	
11	7	270	72	332	207	273	94	43	203	325	335	79	
8	3	289	142	390	48	74	54	302	395	
11	4	219	180	149	204	391	191	91	379	354	387	282	
7	2	248	196	275	306	58	388	298	
3	3	1	84	177	
5	2	103	31	258	131	188	
8	5	137	342	38	317	237	226	175	160	
6	3	231	279	397	348	59	143	
8	6	295	299	85	113	123	53	18	259	

1	30	80	82	270	
2	49	81	93	276	
3	25	178	199	295	
4	56	106	294	386	
5	78	231	266	311	
6	107	140	205	272	
7	14	57	103	233	
8	313	382	385	398	
9	8	24	44	389	
10	182	184	197	261	
11	251	370	396	399	
12	210	242	257	353	
13	174	194	219	289	
14	115	189	281	299	
15	104	136	192	339	
16	39	125	218	267	
17	40	148	166	285	
18	4	23	31	51	
19	52	55	85	163	
20	12	258	365	369	
21	316	338	341	357	
22	72	180	217	364	
23	11	329	378	383	
24	101	220	248	279	
25	46	158	201	312	
26	33	124	146	310	
27	167	244	268	293	
28	22	83	157	236	
29	105	121	343	397	
30	135	149	247	332	
31	159	207	225	287	
32	204	273	296	376	
33	34	87	206	229	
34	28	118	171	183	
35	209	235	262	351	
36	70	297	305	366	
37	32	94	172	213	
38	43	50	137	173	
39	41	142	224	342	
40	303	381	390	393	
41	38	77	108	133	
42	13	113	179	193	
43	97	152	203	344	
44	3	139	145	168	
45	66	196	200	334	
46	48	325	340	400	
47	165	186	326	391	
48	114	202	327	349	
49	27	335	359	367	
50	112	191	240	290	
51	134	260	280	317	
52	74	286	288	360	
53	91	151	170	249	
54	9	68	109	110	
55	73	90	132	232	
56	95	96	131	308	
57	102	129	252	352	
58	19	188	255	345	
59	356	368	379	392	
60	45	181	185	265	
61	111	190	269	354	
62	60	169	256	394	
63	92	130	147	284	
64	1	245	250	283	
65	291	304	320	355	
66	37	67	275	330	
67	29	88	150	243	
68	98	164	198	237	
69	35	120	127	144	
70	15	26	71	75	
71	62	241	337	348	
72	54	59	117	161	
73	84	99	123	302	
74	5	155	274	300	
75	36	264	322	358	
76	42	64	307	373	
77	226	263	271	331	
78	2	141	154	319	
79	79	309	374	387	
80	86	89	350	375	
81	223	318	372	377	
82	6	61	65	238	
83	126	156	208	211	
84	100	221	222	230	
85	162	216	228	315	
86	53	177	214	306	
87	10	18	47	175	
88	69	314	346	361	
89	16	143	187	195	
90	119	138	277	395	
91	160	239	301	333	
92	215	321	328	380	
93	122	246	323	324	
94	17	58	63	363	
95	7	128	336	347	
96	282	371	384	388	
97	76	153	227	259	
98	20	21	176	234	
99	212	253	292	362	
100	116	254	278	298	

1	1	0	0	1	0	
0	1	0	1	1	0	
0	0	1	1	0	1	
1	0	1	0	0	1	
